question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q00257,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,10,21,25,C,90
Q00258,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,15,10,25,A,90
Q00259,Aptitude,Mixed,1,What is 25% of 120?,20,40,50,30,D,20
Q00260,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,6,8,5,7,A,60
Q00261,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,10,16,14,A,30
Q00262,Aptitude,Mixed,3,The average of 6 numbers is 18. What is their sum?,113,118,103,108,D,45
Q00263,Aptitude,Mixed,3,The average of 4 numbers is 20. What is their sum?,90,80,85,75,B,45
Q00264,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,6,8,9,7,D,60
Q00265,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",16,14,12,10,C,30
Q00266,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",25,10,21,15,C,90
Q00267,Aptitude,Mixed,3,The average of 6 numbers is 20. What is their sum?,125,130,115,120,D,45
Q00268,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,8,7,5,6,D,60
Q00269,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",13,17,15,19,C,30
Q00270,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,9,8,6,7,D,60
Q00271,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,8,9,7,6,C,60
Q00272,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",21,19,23,25,A,30
Q00273,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,25,15,A,90
Q00274,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,25,10,21,D,90
Q00275,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,6,9,7,8,C,60
Q00276,Aptitude,Mixed,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,8,6,5,7,B,60
Q00277,Aptitude,Mixed,1,What is 25% of 160?,60,40,30,50,B,20
Q00278,Aptitude,Mixed,3,The average of 4 numbers is 20. What is their sum?,75,80,85,90,B,45
Q00279,Aptitude,Mixed,3,The average of 4 numbers is 18. What is their sum?,67,72,77,82,B,45
Q00280,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,8,6,5,7,B,60
Q00281,Aptitude,Mixed,1,What is 25% of 280?,80,60,70,90,C,20
Q00282,Aptitude,Mixed,1,What is 25% of 200?,50,70,60,40,A,20
Q00283,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,16,14,10,A,30
Q00284,Aptitude,Mixed,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,7,5,6,8,C,60
Q00285,Aptitude,Mixed,1,What is 25% of 200?,40,60,70,50,D,20
Q00286,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,25,15,A,90
Q00287,Aptitude,Mixed,3,The average of 6 numbers is 20. What is their sum?,120,125,130,115,A,45
Q00288,Aptitude,Mixed,3,The average of 4 numbers is 18. What is their sum?,77,67,82,72,D,45
Q00289,Aptitude,Mixed,3,The average of 5 numbers is 20. What is their sum?,105,100,95,110,B,45
Q00290,Aptitude,Mixed,3,The average of 5 numbers is 20. What is their sum?,95,105,100,110,C,45
Q00291,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,15,25,A,90
Q00292,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",16,12,10,14,B,30
Q00293,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,10,21,25,C,90
Q00294,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,115,110,105,120,B,45
Q00295,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,137,127,142,132,D,45
Q00296,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,5,8,6,7,C,60
Q00297,Aptitude,Mixed,1,What is 25% of 200?,50,60,70,40,A,20
Q00298,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,127,142,132,137,C,45
Q00299,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,5,8,6,7,C,60
Q00300,Aptitude,Mixed,3,The average of 5 numbers is 18. What is their sum?,85,95,100,90,D,45
Q00301,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",20,22,16,18,D,30
Q00302,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",23,25,21,19,C,30
Q00303,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,25,21,10,C,90
Q00304,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,132,137,142,127,A,45
Q00305,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,15,25,A,90
Q00306,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,120,110,105,115,B,45
Q00307,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,8,6,7,9,C,60
Q00308,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",22,18,16,20,B,30
Q00309,Aptitude,Mixed,3,The average of 6 numbers is 18. What is their sum?,113,108,118,103,B,45
Q00310,Aptitude,Mixed,3,The average of 6 numbers is 20. What is their sum?,120,115,125,130,A,45
Q00311,Aptitude,Mixed,1,What is 25% of 200?,60,40,50,70,C,20
Q00312,Aptitude,Mixed,1,What is 25% of 200?,60,50,40,70,B,20
Q00313,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",20,22,18,16,C,30
Q00314,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,9,7,6,8,B,60
Q00315,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,10,21,25,C,90
Q00316,Aptitude,Mixed,1,What is 25% of 160?,40,60,30,50,A,20
Q00317,Aptitude,Mixed,1,What is 25% of 160?,30,40,50,60,B,20
Q00318,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,105,115,120,110,D,45
Q00319,Aptitude,Mixed,1,What is 25% of 160?,30,60,50,40,D,20
Q00320,Aptitude,Mixed,1,What is 25% of 120?,30,20,50,40,A,20
Q00321,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,14,16,10,A,30
Q00322,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,16,12,10,C,30
Q00323,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,14,10,16,A,30
Q00324,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",17,19,13,15,D,30
Q00325,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,6,8,9,7,D,60
Q00326,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",10,16,12,14,C,30
Q00327,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",19,13,15,17,C,30
Q00328,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,25,21,15,C,90
Q00329,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,8,9,7,6,C,60
Q00330,Aptitude,Mixed,3,The average of 5 numbers is 20. What is their sum?,95,100,110,105,B,45
Q00331,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,120,110,105,115,B,45
Q00332,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",18,22,20,16,A,30
Q00333,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,16,10,14,A,30
Q00334,Aptitude,Mixed,1,What is 25% of 120?,50,30,20,40,B,20
Q00335,Aptitude,Mixed,1,What is 25% of 120?,20,50,30,40,C,20
Q00336,Aptitude,Mixed,3,The average of 4 numbers is 22. What is their sum?,88,98,93,83,A,45
Q00337,Aptitude,Mixed,3,The average of 5 numbers is 18. What is their sum?,95,85,100,90,D,45
Q00338,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,9,8,7,6,C,60
Q00339,Aptitude,Mixed,1,What is 25% of 240?,80,60,70,50,B,20
Q00340,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,6,7,8,9,B,60
Q00341,Aptitude,Mixed,1,What is 25% of 120?,20,50,30,40,C,20
Q00342,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",25,23,19,21,D,30
Q00343,Aptitude,Mixed,1,What is 25% of 160?,60,40,30,50,B,20
Q00344,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 35, how many are boys?",21,25,23,19,A,30
Q00345,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,15,25,21,D,90
Q00346,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",13,19,17,15,D,30
Q00347,Aptitude,Mixed,1,What is 25% of 240?,60,50,70,80,A,20
Q00348,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,10,25,21,D,90
Q00349,Aptitude,Mixed,1,What is 25% of 200?,50,60,40,70,A,20
Q00350,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,9,7,6,8,B,60
Q00351,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,6,9,8,7,D,60
Q00352,Aptitude,Mixed,3,The average of 5 numbers is 20. What is their sum?,95,105,100,110,C,45
Q00353,Aptitude,Mixed,1,What is 25% of 200?,70,40,50,60,C,20
Q00354,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,25,15,21,D,90
Q00355,Aptitude,Mixed,1,What is 25% of 280?,70,80,60,90,A,20
Q00356,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,115,105,120,110,D,45
Q00357,Aptitude,Mixed,3,The average of 5 numbers is 20. What is their sum?,100,105,95,110,A,45
Q00358,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",17,13,19,15,D,30
Q00359,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,25,15,A,90
Q00360,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,25,15,21,D,90
Q00361,Aptitude,Mixed,1,What is 25% of 200?,50,40,60,70,A,20
Q00362,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,16,14,10,A,30
Q00363,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",20,16,22,18,D,30
Q00364,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,21,25,10,B,90
Q00365,Aptitude,Mixed,1,What is 25% of 160?,30,50,60,40,D,20
Q00366,Aptitude,Mixed,4,A can do a work in 12 days and B in 15 days. How many days will they take together?,6,7,8,9,B,60
Q00367,Aptitude,Mixed,3,The average of 4 numbers is 18. What is their sum?,67,77,72,82,C,45
Q00368,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,12,16,10,B,30
Q00369,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,7,6,8,9,A,60
Q00370,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",20,18,16,22,B,30
Q00371,Aptitude,Mixed,1,What is 25% of 240?,70,60,50,80,B,20
Q00372,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",10,12,16,14,B,30
Q00373,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,25,15,10,A,90
Q00374,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,21,25,15,B,90
Q00375,Aptitude,Mixed,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,6,5,8,7,A,60
Q00376,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",25,15,10,21,D,90
Q00377,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,21,25,15,B,90
Q00378,Aptitude,Mixed,3,The average of 4 numbers is 22. What is their sum?,93,98,88,83,C,45
Q00379,Aptitude,Mixed,3,The average of 6 numbers is 20. What is their sum?,125,130,115,120,D,45
Q00380,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",12,14,10,16,A,30
Q00381,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",25,10,21,15,C,90
Q00382,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,142,137,132,127,C,45
Q00383,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",25,21,15,10,B,90
Q00384,Aptitude,Mixed,1,What is 25% of 120?,40,50,20,30,D,20
Q00385,Aptitude,Mixed,3,The average of 6 numbers is 20. What is their sum?,130,120,125,115,B,45
Q00386,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,120,110,115,105,B,45
Q00387,Aptitude,Mixed,1,What is 25% of 120?,30,20,50,40,A,20
Q00388,Aptitude,Mixed,1,What is 25% of 120?,50,20,30,40,C,20
Q00389,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,142,137,127,132,D,45
Q00390,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,10,25,21,D,90
Q00391,Aptitude,Mixed,1,What is 25% of 280?,80,70,90,60,B,20
Q00392,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,6,7,5,8,A,60
Q00393,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,115,120,110,105,C,45
Q00394,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 25, how many are boys?",15,17,19,13,A,30
Q00395,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 30, how many are boys?",18,20,16,22,A,30
Q00396,Aptitude,Mixed,1,What is 25% of 120?,30,40,50,20,A,20
Q00397,Aptitude,Mixed,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,8,6,7,5,B,60
Q00398,Aptitude,Mixed,3,The average of 6 numbers is 18. What is their sum?,108,118,103,113,A,45
Q00399,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",15,25,21,10,C,90
Q00400,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,10,15,25,A,90
Q00401,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,25,10,15,A,90
Q00402,Aptitude,Mixed,3,The average of 6 numbers is 22. What is their sum?,137,142,127,132,D,45
Q00403,Aptitude,Mixed,2,"If the ratio of boys to girls is 3:2 and total students are 20, how many are boys?",14,12,16,10,B,30
Q00404,Aptitude,Mixed,4,A can do a work in 10 days and B in 15 days. How many days will they take together?,8,7,5,6,D,60
Q00405,Aptitude,Mixed,1,What is 25% of 280?,80,70,60,90,B,20
Q00406,Aptitude,Mixed,3,The average of 5 numbers is 22. What is their sum?,115,105,110,120,C,45
Q00407,Aptitude,Mixed,4,A can do a work in 10 days and B in 18 days. How many days will they take together?,6,8,7,5,A,60
Q00408,Aptitude,Mixed,4,A can do a work in 12 days and B in 18 days. How many days will they take together?,7,8,6,9,A,60
Q00409,Aptitude,Mixed,1,What is 25% of 200?,50,60,70,40,A,20
Q00410,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",10,15,21,25,C,90
Q00411,Aptitude,Mixed,5,"If the radius of a circle is increased by 10%, the percentage increase in its area is approximately:",21,25,15,10,A,90
